"","GEOID","NAME","NAMELSAD","State_Name","Elev_mean_m","Elev_cell_count","County_center_Long","County_center_Lat"
"848","29003","Andrew","Andrew County","Missouri",298,6857,-96.7873997260689,41.9163237828574
"849","29139","Montgomery","Montgomery County","Missouri",223,8385,-96.7873997260689,41.9163237828574
"850","20021","Cherokee","Cherokee County","Kansas",263,8958,-96.7873997260689,41.9163237828574
"851","37083","Halifax","Halifax County","North Carolina",42,10917,-96.7873997260689,41.9163237828574
"852","35043","Sandoval","Sandoval County","New Mexico",2043,55160,-96.7873997260689,41.9163237828574
"853","21051","Clay","Clay County","Kentucky",363,7130,-96.7873997260689,41.9163237828574
"854","42035","Clinton","Clinton County","Pennsylvania",441,14396,-96.7873997260689,41.9163237828574
"855","41043","Linn","Linn County","Oregon",629,39000,-96.7873997260689,41.9163237828574
"856","55065","Lafayette","Lafayette County","Wisconsin",292,10450,-96.7873997260689,41.9163237828574
"857","40147","Washington","Washington County","Oklahoma",221,6426,-96.7873997260689,41.9163237828574
"858","54077","Preston","Preston County","West Virginia",624,10198,-96.7873997260689,41.9163237828574
"859","55135","Waupaca","Waupaca County","Wisconsin",267,12899,-96.7873997260689,41.9163237828574
"860","48137","Edwards","Edwards County","Texas",645,29601,-96.7873997260689,41.9163237828574
"861","41037","Lake","Lake County","Oregon",1564,137085,-96.7873997260689,41.9163237828574
"862","29153","Ozark","Ozark County","Missouri",275,11365,-96.7873997260689,41.9163237828574
"863","48473","Waller","Waller County","Texas",61,7248,-96.7873997260689,41.9163237828574
"864","01099","Monroe","Monroe County","Alabama",72,14669,-96.7873997260689,41.9163237828574
"865","50009","Essex","Essex County","Vermont",486,11423,-96.7873997260689,41.9163237828574
"866","51111","Lunenburg","Lunenburg County","Virginia",130,6529,-96.7873997260689,41.9163237828574
"867","38097","Traill","Traill County","North Dakota",288,15335,-96.7873997260689,41.9163237828574
"868","13139","Hall","Hall County","Georgia",346,6279,-96.7873997260689,41.9163237828574
"869","13283","Treutlen","Treutlen County","Georgia",75,2894,-96.7873997260689,41.9163237828574
"870","13037","Calhoun","Calhoun County","Georgia",73,4014,-96.7873997260689,41.9163237828574
"871","55125","Vilas","Vilas County","Wisconsin",507,17669,-96.7873997260689,41.9163237828574
"872","27007","Beltrami","Beltrami County","Minnesota",383,55001,-96.7873997260689,41.9163237828574
"873","24019","Dorchester","Dorchester County","Maryland",2,15133,-96.7873997260689,41.9163237828574
"874","42037","Columbia","Columbia County","Pennsylvania",297,7850,-96.7873997260689,41.9163237828574
"875","39023","Clark","Clark County","Ohio",320,6305,-96.7873997260689,41.9163237828574
"876","48323","Maverick","Maverick County","Texas",240,17782,-96.7873997260689,41.9163237828574
"877","04019","Pima","Pima County","Arizona",806,131012,-96.7873997260689,41.9163237828574
"878","35006","Cibola","Cibola County","New Mexico",2159,66855,-96.7873997260689,41.9163237828574
"879","34005","Burlington","Burlington County","New Jersey",19,12895,-96.7873997260689,41.9163237828574
"880","50021","Rutland","Rutland County","Vermont",383,15723,-96.7873997260689,41.9163237828574
"881","13099","Early","Early County","Georgia",65,7287,-96.7873997260689,41.9163237828574
"882","25007","Dukes","Dukes County","Massachusetts",3,7891,-96.7873997260689,41.9163237828574
"883","38049","McHenry","McHenry County","North Dakota",469,34502,-96.7873997260689,41.9163237828574
"884","31179","Wayne","Wayne County","Nebraska",487,7266,-96.7873997260689,41.9163237828574
"885","38045","LaMoure","LaMoure County","North Dakota",470,20160,-96.7873997260689,41.9163237828574
"886","16023","Butte","Butte County","Idaho",1824,37309,-96.7873997260689,41.9163237828574
"887","33007","Coos","Coos County","New Hampshire",567,30989,-96.7873997260689,41.9163237828574
"888","38043","Kidder","Kidder County","North Dakota",564,25321,-96.7873997260689,41.9163237828574
"889","48273","Kleberg","Kleberg County","Texas",11,14884,-96.7873997260689,41.9163237828574
"890","18127","Porter","Porter County","Indiana",204,8372,-96.7873997260689,41.9163237828574
"891","28101","Newton","Newton County","Mississippi",130,8330,-96.7873997260689,41.9163237828574
"892","37163","Sampson","Sampson County","North Carolina",40,13955,-96.7873997260689,41.9163237828574
"893","47127","Moore","Moore County","Tennessee",296,1921,-96.7873997260689,41.9163237828574
"894","12103","Pinellas","Pinellas County","Florida",2,11873,-96.7873997260689,41.9163237828574
"895","17065","Hamilton","Hamilton County","Illinois",132,6705,-96.7873997260689,41.9163237828574
"896","05105","Perry","Perry County","Arkansas",180,8257,-96.7873997260689,41.9163237828574
"897","20023","Cheyenne","Cheyenne County","Kansas",1053,15996,-96.7873997260689,41.9163237828574
"898","08029","Delta","Delta County","Colorado",2129,17701,-96.7873997260689,41.9163237828574
"899","19185","Wayne","Wayne County","Iowa",318,8355,-96.7873997260689,41.9163237828574
"900","48165","Gaines","Gaines County","Texas",1010,21655,-96.7873997260689,41.9163237828574
"901","01093","Marion","Marion County","Alabama",192,10847,-96.7873997260689,41.9163237828574
"902","37189","Watauga","Watauga County","North Carolina",1010,4676,-96.7873997260689,41.9163237828574
"903","51770","Roanoke","Roanoke city","Virginia",323,648,-96.7873997260689,41.9163237828574
"904","48317","Martin","Martin County","Texas",844,13091,-96.7873997260689,41.9163237828574
"905","48037","Bowie","Bowie County","Texas",96,13368,-96.7873997260689,41.9163237828574
"906","49057","Weber","Weber County","Utah",1711,10569,-96.7873997260689,41.9163237828574
"907","29127","Marion","Marion County","Missouri",188,6996,-96.7873997260689,41.9163237828574
"908","36045","Jefferson","Jefferson County","New York",136,31073,-96.7873997260689,41.9163237828574
"909","19097","Jackson","Jackson County","Iowa",245,10551,-96.7873997260689,41.9163237828574
"910","38063","Nelson","Nelson County","North Dakota",455,18136,-96.7873997260689,41.9163237828574
"911","36019","Clinton","Clinton County","New York",279,18943,-96.7873997260689,41.9163237828574
"912","08045","Garfield","Garfield County","Colorado",2409,46370,-96.7873997260689,41.9163237828574
"913","29177","Ray","Ray County","Missouri",252,8910,-96.7873997260689,41.9163237828574
"914","39073","Hocking","Hocking County","Ohio",276,6613,-96.7873997260689,41.9163237828574
"915","01085","Lowndes","Lowndes County","Alabama",78,10345,-96.7873997260689,41.9163237828574
"916","13043","Candler","Candler County","Georgia",63,3559,-96.7873997260689,41.9163237828574
"917","19113","Linn","Linn County","Iowa",258,11815,-96.7873997260689,41.9163237828574
"918","06105","Trinity","Trinity County","California",1157,50936,-96.7873997260689,41.9163237828574
"919","13215","Muscogee","Muscogee County","Georgia",117,3154,-96.7873997260689,41.9163237828574
"920","28135","Tallahatchie","Tallahatchie County","Mississippi",56,9498,-96.7873997260689,41.9163237828574
"921","20005","Atchison","Atchison County","Kansas",313,6770,-96.7873997260689,41.9163237828574
"922","48003","Andrews","Andrews County","Texas",967,21525,-96.7873997260689,41.9163237828574
"923","39109","Miami","Miami County","Ohio",288,6443,-96.7873997260689,41.9163237828574
"924","48375","Potter","Potter County","Texas",1036,13663,-96.7873997260689,41.9163237828574
"925","40133","Seminole","Seminole County","Oklahoma",278,9536,-96.7873997260689,41.9163237828574
"926","45003","Aiken","Aiken County","South Carolina",109,15643,-96.7873997260689,41.9163237828574
"927","06045","Mendocino","Mendocino County","California",490,60498,-96.7873997260689,41.9163237828574
"928","51550","Chesapeake","Chesapeake city","Virginia",3,5237,-96.7873997260689,41.9163237828574
"929","56037","Sweetwater","Sweetwater County","Wyoming",2091,169068,-96.7873997260689,41.9163237828574
"930","48169","Garza","Garza County","Texas",765,12887,-96.7873997260689,41.9163237828574
"931","54031","Hardy","Hardy County","West Virginia",531,9069,-96.7873997260689,41.9163237828574
"932","55089","Ozaukee","Ozaukee County","Wisconsin",188,18493,-96.7873997260689,41.9163237828574
"933","47163","Sullivan","Sullivan County","Tennessee",517,6392,-96.7873997260689,41.9163237828574
"934","45059","Laurens","Laurens County","South Carolina",182,10583,-96.7873997260689,41.9163237828574
"935","56011","Crook","Crook County","Wyoming",1299,48410,-96.7873997260689,41.9163237828574
"936","55117","Sheboygan","Sheboygan County","Wisconsin",209,21132,-96.7873997260689,41.9163237828574
"937","25013","Hampden","Hampden County","Massachusetts",195,10301,-96.7873997260689,41.9163237828574
"938","48055","Caldwell","Caldwell County","Texas",150,7604,-96.7873997260689,41.9163237828574
"939","20029","Cloud","Cloud County","Kansas",438,11169,-96.7873997260689,41.9163237828574
"940","06027","Inyo","Inyo County","California",1269,153633,-96.7873997260689,41.9163237828574
"941","01037","Coosa","Coosa County","Alabama",193,9598,-96.7873997260689,41.9163237828574
"942","19059","Dickinson","Dickinson County","Iowa",441,6719,-96.7873997260689,41.9163237828574
"943","21095","Harlan","Harlan County","Kentucky",647,7059,-96.7873997260689,41.9163237828574
"944","20061","Geary","Geary County","Kansas",384,6325,-96.7873997260689,41.9163237828574
"945","42011","Berks","Berks County","Pennsylvania",168,13706,-96.7873997260689,41.9163237828574
"946","47019","Carter","Carter County","Tennessee",808,5202,-96.7873997260689,41.9163237828574
"947","27083","Lyon","Lyon County","Minnesota",397,12195,-96.7873997260689,41.9163237828574
"948","51037","Charlotte","Charlotte County","Virginia",147,7214,-96.7873997260689,41.9163237828574
"949","47179","Washington","Washington County","Tennessee",521,4941,-96.7873997260689,41.9163237828574
"950","45071","Newberry","Newberry County","South Carolina",134,9458,-96.7873997260689,41.9163237828574
"951","51093","Isle of Wight","Isle of Wight County","Virginia",14,5480,-96.7873997260689,41.9163237828574
"952","41069","Wheeler","Wheeler County","Oregon",1129,29089,-96.7873997260689,41.9163237828574
"953","29023","Butler","Butler County","Missouri",113,10537,-96.7873997260689,41.9163237828574
"954","22047","Iberville","Iberville Parish","Louisiana",2,9131,-96.7873997260689,41.9163237828574
"955","28125","Sharkey","Sharkey County","Mississippi",28,6289,-96.7873997260689,41.9163237828574
"956","51061","Fauquier","Fauquier County","Virginia",161,10078,-96.7873997260689,41.9163237828574
"957","51750","Radford","Radford city","Virginia",576,149,-96.7873997260689,41.9163237828574
"958","32005","Douglas","Douglas County","Nevada",1845,11453,-96.7873997260689,41.9163237828574
"959","12037","Franklin","Franklin County","Florida",1,19772,-96.7873997260689,41.9163237828574
"960","18055","Greene","Greene County","Indiana",179,8476,-96.7873997260689,41.9163237828574
"961","18139","Rush","Rush County","Indiana",296,6363,-96.7873997260689,41.9163237828574
"962","55131","Washington","Washington County","Wisconsin",298,7226,-96.7873997260689,41.9163237828574
"963","29105","Laclede","Laclede County","Missouri",347,11702,-96.7873997260689,41.9163237828574
"964","42085","Mercer","Mercer County","Pennsylvania",370,10968,-96.7873997260689,41.9163237828574
"965","05031","Craighead","Craighead County","Arkansas",76,10592,-96.7873997260689,41.9163237828574
"966","29195","Saline","Saline County","Missouri",218,11926,-96.7873997260689,41.9163237828574
"967","17193","White","White County","Illinois",121,7685,-96.7873997260689,41.9163237828574
"968","17039","De Witt","De Witt County","Illinois",219,6353,-96.7873997260689,41.9163237828574
"969","32033","White Pine","White Pine County","Nevada",2080,138910,-96.7873997260689,41.9163237828574
"970","27049","Goodhue","Goodhue County","Minnesota",317,13094,-96.7873997260689,41.9163237828574
"971","37173","Swain","Swain County","North Carolina",972,7994,-96.7873997260689,41.9163237828574
"972","12101","Pasco","Pasco County","Florida",16,13874,-96.7873997260689,41.9163237828574
"973","12119","Sumter","Sumter County","Florida",21,8011,-96.7873997260689,41.9163237828574
"974","36059","Nassau","Nassau County","New York",16,7205,-96.7873997260689,41.9163237828574
"975","38091","Steele","Steele County","North Dakota",387,12766,-96.7873997260689,41.9163237828574
"976","18163","Vanderburgh","Vanderburgh County","Indiana",128,3627,-96.7873997260689,41.9163237828574
"977","29071","Franklin","Franklin County","Missouri",204,14367,-96.7873997260689,41.9163237828574
"978","37011","Avery","Avery County","North Carolina",1086,3696,-96.7873997260689,41.9163237828574
"979","54107","Wood","Wood County","West Virginia",237,5865,-96.7873997260689,41.9163237828574
"980","55007","Bayfield","Bayfield County","Wisconsin",298,35824,-96.7873997260689,41.9163237828574
"981","47161","Stewart","Stewart County","Tennessee",154,7392,-96.7873997260689,41.9163237828574
"982","55097","Portage","Portage County","Wisconsin",339,13897,-96.7873997260689,41.9163237828574
"983","45063","Lexington","Lexington County","South Carolina",118,11008,-96.7873997260689,41.9163237828574
"984","24003","Anne Arundel","Anne Arundel County","Maryland",18,9125,-96.7873997260689,41.9163237828574
"985","55039","Fond du Lac","Fond du Lac County","Wisconsin",286,12814,-96.7873997260689,41.9163237828574
"986","54101","Webster","Webster County","West Virginia",741,8570,-96.7873997260689,41.9163237828574
"987","55061","Kewaunee","Kewaunee County","Wisconsin",190,18412,-96.7873997260689,41.9163237828574
"988","48369","Parmer","Parmer County","Texas",1237,12914,-96.7873997260689,41.9163237828574
"989","40151","Woods","Woods County","Oklahoma",479,19360,-96.7873997260689,41.9163237828574
"990","21063","Elliott","Elliott County","Kentucky",283,3602,-96.7873997260689,41.9163237828574
"991","25003","Berkshire","Berkshire County","Massachusetts",429,15428,-96.7873997260689,41.9163237828574
"992","29041","Chariton","Chariton County","Missouri",211,11978,-96.7873997260689,41.9163237828574
"993","08103","Rio Blanco","Rio Blanco County","Colorado",2201,50807,-96.7873997260689,41.9163237828574
"994","08087","Morgan","Morgan County","Colorado",1371,20394,-96.7873997260689,41.9163237828574
"995","41045","Malheur","Malheur County","Oregon",1309,163911,-96.7873997260689,41.9163237828574
"996","34023","Middlesex","Middlesex County","New Jersey",23,5116,-96.7873997260689,41.9163237828574
"997","20167","Russell","Russell County","Kansas",531,13848,-96.7873997260689,41.9163237828574
"998","17155","Putnam","Putnam County","Illinois",182,2769,-96.7873997260689,41.9163237828574
"999","46055","Haakon","Haakon County","South Dakota",695,30731,-96.7873997260689,41.9163237828574
"1000","47111","Macon","Macon County","Tennessee",262,4614,-96.7873997260689,41.9163237828574
"1001","05023","Cleburne","Cleburne County","Arkansas",221,8770,-96.7873997260689,41.9163237828574
"1002","01109","Pike","Pike County","Alabama",124,9595,-96.7873997260689,41.9163237828574
