Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2838,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5012,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,234,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,47989,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,35118,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,BON HOMME,9,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,323,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,BON HOMME,9,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,87674,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,BON HOMME,9,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2746,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,331,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,147560,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,44489,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,271,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,96904,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,415,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,222,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,81353,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4894,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,408,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,144480,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2489,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,LINCOLN,83,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,366,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,LINCOLN,83,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,120091,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,402,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,149326,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1643,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,UNION,127,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,323,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,UNION,127,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,115615,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,UNION,127,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,342,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,303,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,98393,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1125,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,BENNETT,7,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,58,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,BENNETT,7,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,15026,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,BENNETT,7,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,24698,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,14,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,704,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,FALL RIVER,47,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,16,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,FALL RIVER,47,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2722,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,OGLALA LAKOTA,102,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,25,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,OGLALA LAKOTA,102,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,12974,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,41,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,8094,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,45923,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,25,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1548,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,22733,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,16,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,23754,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,23,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5309,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,33292,19.5
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,17,25.2
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2371,24.8
CENSUS,2017,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,41997,19.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,38,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,19889,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5578,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,32,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,15179,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,474,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,17,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,741,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4324,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,35,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,10741,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2103,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,JACKSON,87,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,29,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,JACKSON,87,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,30,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,60,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,9758,23.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,22210,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6889,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,52,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,7696,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1632,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,22,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,8136,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1948,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,42,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,17551,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3225,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MOORE,127,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,24,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,10959,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1569,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,23,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,9545,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3431,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,34,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,13355,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,7134,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,TROUSDALE,169,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,TROUSDALE,169,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,13,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,11206,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2000,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,43,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2590,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,23,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1250,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,314,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,83,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,31424,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4310,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,19,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,128,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,27,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1021,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,150,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,57,42.4
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,18813,24.5
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6533,29.1
CENSUS,2017,YEAR,,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,42.4
